date,adj close,close,high,low,open,volume,ticker
2018-01-02,40.26707458496094,43.06499862670898,43.07500076293945,42.31499862670898,42.540000915527344,102223600,AAPL
2018-01-03,40.26005554199219,43.057498931884766,43.63750076293945,42.9900016784668,43.13249969482422,118071600,AAPL
2018-01-04,40.447059631347656,43.25749969482422,43.36750030517578,43.02000045776367,43.1349983215332,89738400,AAPL
2018-01-05,40.90757751464844,43.75,43.84249877929688,43.26250076293945,43.36000061035156,94640000,AAPL
2018-01-08,40.75562286376953,43.587501525878906,43.90250015258789,43.48249816894531,43.587501525878906,82271200,AAPL
2018-01-09,40.75096130371094,43.58250045776367,43.76499938964844,43.352500915527344,43.63750076293945,86336000,AAPL
2018-01-10,40.74160003662109,43.5724983215332,43.57500076293945,43.25,43.290000915527344,95839600,AAPL
2018-01-11,40.9730339050293,43.81999969482422,43.872501373291016,43.622501373291016,43.647499084472656,74670800,AAPL
2018-01-12,41.3961296081543,44.272499084472656,44.34000015258789,43.91249847412109,44.04499816894531,101672400,AAPL
2018-01-16,41.18575668334961,44.04750061035156,44.84749984741211,44.03499984741211,44.47499847412109,118263600,AAPL
2018-01-17,41.86597442626953,44.775001525878906,44.8125,43.76750183105469,44.03749847412109,137547200,AAPL
2018-01-18,41.90336990356445,44.81499862670898,45.025001525878906,44.5625,44.84249877929688,124773600,AAPL
2018-01-19,41.71638870239258,44.6150016784668,44.89500045776367,44.352500915527344,44.65250015258789,129700400,AAPL
2018-01-22,41.375091552734375,44.25,44.44499969482422,44.150001525878906,44.32500076293945,108434400,AAPL
2018-01-23,41.38442611694336,44.2599983215332,44.86000061035156,44.20500183105469,44.32500076293945,130756400,AAPL
2018-01-24,40.72523880004883,43.55500030517578,44.32500076293945,43.29999923706055,44.3125,204420400,AAPL
2018-01-25,39.99825286865234,42.77750015258789,43.73749923706055,42.63249969482422,43.62749862670898,166116000,AAPL
2018-01-26,40.09173583984375,42.87749862670898,43.0,42.51499938964844,43.0,156572000,AAPL
2018-01-29,39.26192474365234,41.9900016784668,42.540000915527344,41.76750183105469,42.540000915527344,202561600,AAPL
2018-01-30,39.030494689941406,41.74250030517578,41.84249877929688,41.17499923706055,41.38249969482422,184192800,AAPL
2018-01-31,39.13802719116211,41.85749816894531,42.11000061035156,41.625,41.71749877929688,129915600,AAPL
2018-02-01,39.21985626220703,41.94499969482422,42.15499877929688,41.68999862670898,41.79249954223633,188923200,AAPL
2018-02-02,37.5180778503418,40.125,41.70000076293945,40.025001525878906,41.5,346375200,AAPL
2018-02-05,36.58073043823242,39.122501373291016,40.970001220703125,39.0,39.775001525878906,290954000,AAPL
2018-02-06,38.109500885009766,40.75749969482422,40.93000030517578,38.5,38.70750045776367,272975200,AAPL
2018-02-07,37.29367446899414,39.8849983215332,40.84999847412109,39.76750183105469,40.772499084472656,206434400,AAPL
2018-02-08,36.267486572265625,38.78749847412109,40.25,38.75749969482422,40.0724983215332,217562000,AAPL
2018-02-09,36.71107864379883,39.102500915527344,39.47249984741211,37.560001373291016,39.26750183105469,282690400,AAPL
2018-02-12,38.18977355957031,40.6775016784668,40.97249984741211,39.37749862670898,39.625,243278000,AAPL
2018-02-13,38.57234573364258,41.084999084472656,41.1875,40.41249847412109,40.48749923706055,130196800,AAPL
2018-02-14,39.28351211547852,41.84249877929688,41.8849983215332,40.720001220703125,40.7599983215332,162579600,AAPL
2018-02-15,40.60259246826172,43.247501373291016,43.272499084472656,42.25,42.4474983215332,204588800,AAPL
2018-02-16,40.47114562988281,43.10749816894531,43.70500183105469,42.942501068115234,43.09000015258789,160704400,AAPL
2018-02-20,40.33502578735352,42.962501525878906,43.56499862670898,42.85499954223633,43.01250076293945,135722000,AAPL
2018-02-21,40.15195083618164,42.76750183105469,43.52999877929688,42.75249862670898,43.20750045776367,149886400,AAPL
2018-02-22,40.487571716308594,43.125,43.48749923706055,42.9275016784668,42.95000076293945,123967600,AAPL
2018-02-23,41.19171142578125,43.875,43.91249847412109,43.3849983215332,43.41749954223633,135249600,AAPL
2018-02-26,42.00615310668945,44.74250030517578,44.84749984741211,44.0525016784668,44.087501525878906,152648800,AAPL
2018-02-27,41.87003326416016,44.59749984741211,45.119998931884766,44.540000915527344,44.775001525878906,155712400,AAPL
2018-02-28,41.80664443969727,44.52999877929688,45.15499877929688,44.51250076293945,44.81499862670898,151128400,AAPL
2018-03-01,41.07435607910156,43.75,44.94499969482422,43.165000915527344,44.6349983215332,195208000,AAPL
2018-03-02,41.358360290527344,44.0525016784668,44.07500076293945,43.11249923706055,43.20000076293945,153816000,AAPL
2018-03-05,41.50152587890625,44.20500183105469,44.435001373291016,43.630001068115234,43.8025016784668,113605600,AAPL
2018-03-06,41.46631622314453,44.16749954223633,44.5625,44.032501220703125,44.477500915527344,95154000,AAPL
2018-03-07,41.0814094543457,43.75749969482422,43.962501525878906,43.567501068115234,43.73500061035156,126814000,AAPL
2018-03-08,41.52970886230469,44.23500061035156,44.27999877929688,43.76750183105469,43.869998931884766,95096400,AAPL
2018-03-09,42.24322509765625,44.994998931884766,45.0,44.34749984741211,44.4900016784668,128740800,AAPL
2018-03-12,42.651615142822266,45.43000030517578,45.59749984741211,45.0525016784668,45.0724983215332,128828400,AAPL
2018-03-13,42.240867614746094,44.99250030517578,45.875,44.810001373291016,45.647499084472656,126774000,AAPL
2018-03-14,41.88176727294922,44.61000061035156,45.130001068115234,44.45249938964844,45.08000183105469,117473600,AAPL
2018-03-15,41.93105697631836,44.66249847412109,45.060001373291016,44.51750183105469,44.625,90975200,AAPL
2018-03-16,41.783180236816406,44.505001068115234,44.77999877929688,44.40499877929688,44.66249847412109,157618800,AAPL
2018-03-19,41.144775390625,43.82500076293945,44.36750030517578,43.415000915527344,44.33000183105469,133787200,AAPL
2018-03-20,41.13067626953125,43.810001373291016,44.20000076293945,43.73500061035156,43.810001373291016,78597600,AAPL
2018-03-21,40.19889068603516,42.817501068115234,43.772499084472656,42.81499862670898,43.7599983215332,148219600,AAPL
2018-03-22,39.6308822631836,42.212501525878906,43.16999816894531,42.150001525878906,42.5,165963200,AAPL
2018-03-23,38.713172912597656,41.23500061035156,42.47999954223633,41.23500061035156,42.09749984741211,164115200,AAPL
2018-03-26,40.55095291137695,43.192501068115234,43.275001525878906,41.61000061035156,42.01750183105469,150164800,AAPL
2018-03-27,39.51118469238281,42.084999084472656,43.78749847412109,41.72999954223633,43.41999816894531,163690400,AAPL
2018-03-28,39.07461929321289,41.619998931884766,42.505001068115234,41.29750061035156,41.8125,166674000,AAPL
